CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn
b2ce6310-adf7-4fe6-bb33-ff6e85a4242e,69,Male,One year,46.62,745.92,No,DSL,16,No,Credit card (automatic),No
a1872fe3-3499-414a-9056-e3fcf4de29d5,20,Female,One year,41.51,1162.28,Yes,DSL,28,Yes,Bank transfer (automatic),No
349d732d-a53d-47a8-bf5a-1a4a4c4dcc7c,54,Female,Month-to-month,102.54,2563.5,No,DSL,25,No,Bank transfer (automatic),Yes
c19e9f85-9f31-46ae-bba7-6baf71a2fdca,68,Female,Two year,118.71,3917.43,Yes,No,33,Yes,Electronic check,No
ee81f64f-8a7e-42e6-90d5-12f756bf8511,24,Male,Month-to-month,75.69,1286.73,Yes,Fiber optic,17,Yes,Electronic check,Yes
ba5073a5-82dc-41a6-8f7f-33bdd61641c7,38,Female,Month-to-month,47.8,1434.0,No,DSL,30,No,Mailed check,No
5a4ba677-cc67-49e4-87b1-bfba1737dd37,26,Male,Two year,59.86,239.44,No,DSL,4,No,Credit card (automatic),No
596bce1e-568c-474d-9600-ef2b18c615a3,56,Male,One year,37.01,74.02,Yes,DSL,2,Yes,Mailed check,No
6fbd81e8-7f52-45de-b474-539834f3eb2d,35,Male,Month-to-month,96.19,865.71,No,DSL,9,No,Mailed check,No
80549401-52e3-47c5-8294-e7330c7c883c,21,Male,Two year,97.35,3017.85,No,No,31,No,Credit card (automatic),No
ded750c3-43a8-40fd-843a-d59c874041fe,42,Male,One year,107.51,2687.75,No,Fiber optic,25,Yes,Mailed check,Yes
cd3046bd-7e10-4921-9985-55b100e5e0ee,31,Female,Two year,22.66,113.3,Yes,Fiber optic,5,Yes,Mailed check,No
1ea5f6f5-8120-4328-a7b7-32c2f3aac331,67,Female,Month-to-month,76.2,1828.8,No,Fiber optic,24,Yes,Bank transfer (automatic),No
22f392d7-b354-4db5-a385-4a7d43fc2bb8,26,Male,One year,41.43,994.32,Yes,No,24,Yes,Electronic check,No
fa507fa0-a17b-42b0-bc98-b98ac32528cc,43,Female,One year,54.09,1568.61,Yes,Fiber optic,29,No,Bank transfer (automatic),No
0445ec71-60e8-4cd3-a056-19cb7e3295d9,19,Male,Two year,98.5,3053.5,No,No,31,Yes,Electronic check,No
db28ab84-e0e4-4c12-89ac-32bcfebface7,37,Male,One year,39.2,744.8,No,No,19,Yes,Electronic check,No
ff119da1-d9ba-44e3-917f-de538c05ac27,45,Male,Month-to-month,83.83,1928.09,Yes,DSL,23,No,Electronic check,No
2df45de8-c770-4371-8b1c-f1c40f160f34,64,Female,Month-to-month,85.46,2991.1,Yes,No,35,No,Bank transfer (automatic),Yes
97e4b90d-d361-4b47-bb06-7308bf0fc7f0,24,Male,Month-to-month,115.41,692.46,No,Fiber optic,6,Yes,Credit card (automatic),No
84ef1b8c-792c-4722-aa9a-5547a1117fae,61,Male,Two year,97.52,585.12,Yes,Fiber optic,6,Yes,Mailed check,Yes
a1397748-9aa1-4b0a-8042-37e153f4ac1d,25,Female,One year,100.36,3010.8,No,Fiber optic,30,No,Credit card (automatic),Yes
d3d4456a-13f5-4d45-a484-e5825829ffcf,64,Female,One year,73.16,73.16,Yes,DSL,1,Yes,Credit card (automatic),Yes
6c9ea1a7-846c-45e1-8be3-78338452407c,52,Female,One year,38.68,309.44,No,DSL,8,No,Electronic check,No
3647a0a8-9ee5-4054-b974-830ec2a19c04,31,Male,Month-to-month,62.56,1751.68,Yes,DSL,28,No,Electronic check,No
6d27dd0e-34cd-44a0-8884-fd956fffc2d4,34,Male,One year,74.95,1873.75,No,No,25,No,Bank transfer (automatic),No
06d448a5-5a4e-48e0-8fd7-b34ae576f591,53,Female,Month-to-month,87.84,2898.72,No,Fiber optic,33,Yes,Bank transfer (automatic),No
2f0d4251-b647-4d44-a01b-c66ec48267b1,67,Male,One year,80.77,1130.78,Yes,No,14,Yes,Mailed check,No
f0465c68-36a4-46d8-84ef-f118dd6bb34a,57,Female,Month-to-month,59.4,653.4,No,No,11,No,Credit card (automatic),No
0db729cf-d70d-4a5b-ac7e-7b14c9bfa1ef,21,Female,One year,46.53,93.06,Yes,Fiber optic,2,Yes,Credit card (automatic),Yes
ab1c5a6c-ed09-4787-b83d-7b2b60e6a0e2,19,Male,Two year,36.82,1104.6,Yes,DSL,30,No,Mailed check,No
a5de3976-b944-41ba-b54d-e2870a3dc181,23,Male,Two year,89.38,2681.4,Yes,Fiber optic,30,Yes,Electronic check,No
ba9df531-e428-4196-8bf8-5dfc73126148,59,Female,Month-to-month,84.54,338.16,Yes,No,4,Yes,Bank transfer (automatic),No
02d60eca-da12-4c47-b469-958fe8f8d792,21,Female,Month-to-month,88.74,1153.62,No,No,13,No,Mailed check,No
d0f5bc67-961f-48f0-be5d-fe7f5612037c,46,Female,One year,57.25,400.75,Yes,DSL,7,Yes,Credit card (automatic),No
8e11838b-f496-4f40-973c-22c6942f8822,35,Female,One year,46.24,138.72,Yes,No,3,Yes,Mailed check,No
c56be68f-09ee-407d-964d-7dd9c0256d85,43,Male,Two year,95.97,863.73,Yes,No,9,Yes,Mailed check,No
6b938e62-7775-415b-bed5-ddd06ad58367,61,Female,One year,97.36,1363.04,No,Fiber optic,14,No,Credit card (automatic),No
198689dc-4f91-4dec-a662-f58c42e78b2b,51,Female,Month-to-month,65.56,721.16,Yes,DSL,11,Yes,Credit card (automatic),No
c7c5ef10-2e91-4d57-9e16-9d4b1b436376,27,Female,Month-to-month,81.19,1136.66,No,Fiber optic,14,No,Bank transfer (automatic),No
8a0c6211-de30-41e5-be55-842e29386397,53,Male,Month-to-month,57.35,1089.65,No,Fiber optic,19,Yes,Bank transfer (automatic),Yes
ff92612e-495f-40bf-86e4-3b3a20eb4ee3,31,Male,Month-to-month,90.19,721.52,Yes,Fiber optic,8,Yes,Credit card (automatic),Yes
3e149e8f-1692-4971-b9b8-9f603ff407c6,48,Female,Month-to-month,103.57,724.99,No,No,7,Yes,Bank transfer (automatic),No
621b7af7-72d0-4971-a26d-ec0d8c7862ba,65,Male,Two year,88.82,621.74,Yes,No,7,No,Bank transfer (automatic),No
4aea1d9c-55a5-4c32-8216-0cd291965ca6,32,Male,Two year,71.26,213.78,No,DSL,3,No,Bank transfer (automatic),No
9a1ff045-d61d-418b-b471-23dac7d530e7,25,Male,Month-to-month,65.87,197.61,No,No,3,No,Credit card (automatic),No
9787f2cd-e6fe-4dc8-906d-caea0f659359,31,Female,One year,84.23,1516.14,Yes,DSL,18,Yes,Electronic check,No
f41f2af7-8f87-4ade-a9e4-23e755668a65,40,Female,Month-to-month,87.98,2903.34,No,Fiber optic,33,Yes,Electronic check,No
eb1dd213-52bf-42eb-a32c-e1f54d890a44,57,Male,Two year,75.87,2124.36,Yes,Fiber optic,28,Yes,Bank transfer (automatic),Yes
bbe7e357-647b-4aa0-8196-65a4c2343332,38,Female,Month-to-month,82.49,1319.84,No,No,16,No,Electronic check,No
f59088e1-7d6a-4890-b6c9-24c5f6cd1e00,33,Female,Two year,29.66,444.9,Yes,No,15,Yes,Bank transfer (automatic),No
c007a57d-a3f2-433e-8f08-608b865a0e38,62,Male,Two year,115.18,3340.22,Yes,DSL,29,Yes,Electronic check,No
fab422da-7b58-4a77-abca-9c475b6b2770,35,Male,Month-to-month,99.08,1783.44,Yes,No,18,No,Electronic check,No
e9333097-5ad8-484b-adbb-2419f93c82e1,64,Female,Month-to-month,57.39,1090.41,Yes,No,19,Yes,Mailed check,Yes
05ebd9e5-ad82-46e5-8310-5cffe6d66552,41,Male,One year,76.28,2212.12,No,No,29,No,Bank transfer (automatic),No
12be00ba-8a0c-4c85-97ff-cd0c170e3542,43,Female,Two year,24.73,148.38,Yes,Fiber optic,6,Yes,Electronic check,Yes
ba2b994e-9ad6-40f6-9b4e-ef5d684523d0,42,Female,One year,24.12,651.24,Yes,No,27,Yes,Electronic check,Yes
84166061-36bc-4be5-946b-6d965771864f,62,Male,Month-to-month,45.08,315.56,Yes,No,7,Yes,Mailed check,No
c58424ac-a3a7-47c6-b1f9-f1031c4adcb4,58,Female,Two year,88.97,2402.19,Yes,Fiber optic,27,Yes,Electronic check,Yes
920e2ccc-5b10-41a2-b326-1197c54b7023,46,Female,One year,105.21,1998.99,No,Fiber optic,19,Yes,Mailed check,No
b4b29cac-4b09-4a82-bf86-11f5e60dea6f,32,Male,One year,75.92,1290.64,Yes,Fiber optic,17,No,Electronic check,No
e5bd43fe-0cad-4586-a385-bd9e635570c0,62,Male,One year,73.21,805.31,No,Fiber optic,11,Yes,Mailed check,Yes
322a9a72-2dad-4a04-9910-07515353037f,18,Male,Month-to-month,60.23,301.15,Yes,No,5,Yes,Mailed check,Yes
6dde2a80-4f89-42c0-abcd-9b6511814565,42,Female,Month-to-month,36.16,72.32,Yes,No,2,No,Credit card (automatic),No
a8060599-a1de-437d-ada1-c7f8d87b0c5f,24,Male,Month-to-month,31.84,382.08,Yes,No,12,No,Bank transfer (automatic),Yes
a4642538-b329-42cf-9309-1d92d089dd50,26,Male,Two year,96.07,1056.77,Yes,DSL,11,No,Credit card (automatic),No
0224205d-8384-4e2b-b8e0-5b42ff884002,41,Male,Month-to-month,112.75,1127.5,Yes,Fiber optic,10,Yes,Bank transfer (automatic),No
945bada2-6ab2-4e9b-88a8-1bd954460969,18,Male,Two year,65.83,1843.24,Yes,No,28,No,Electronic check,No
6b5d2f37-773b-4eb1-8ea8-ffaf822d5747,61,Female,One year,85.94,601.58,No,No,7,No,Bank transfer (automatic),No
4382c8ea-c33d-4231-ab03-47f989eda52f,25,Female,One year,111.45,1560.3,No,No,14,No,Credit card (automatic),No
a4725a64-219d-459b-87ab-e53e670de32d,41,Male,Month-to-month,29.01,377.13,Yes,Fiber optic,13,No,Bank transfer (automatic),No
6a9a6298-efad-41bc-8e3c-4531df242f0a,28,Female,One year,97.05,485.25,Yes,Fiber optic,5,Yes,Credit card (automatic),No
5c09ede6-443a-40b5-ac05-efa726d5ba9d,68,Male,Month-to-month,81.68,653.44,Yes,Fiber optic,8,No,Bank transfer (automatic),No
33a1730e-49b0-4c87-b47e-fbc646d23d2a,34,Male,Two year,79.86,79.86,No,No,1,No,Electronic check,No
3dab51ea-77a4-48f3-a141-53ca1032f29e,25,Female,One year,49.25,246.25,Yes,Fiber optic,5,Yes,Electronic check,No
f4c917e7-f8bf-4a75-a357-262e4897b24e,52,Female,Month-to-month,88.39,972.29,No,No,11,Yes,Bank transfer (automatic),No
9da67633-9f11-4d85-a8ff-e03152970bc5,52,Male,One year,99.48,994.8,No,DSL,10,No,Bank transfer (automatic),Yes
e912b44d-a6f4-44db-a9c5-c53bb9b942c6,50,Male,One year,31.29,469.35,No,Fiber optic,15,Yes,Electronic check,Yes
e94f8268-f188-4219-84d1-ed490e37b86e,22,Female,Month-to-month,73.35,2127.15,No,Fiber optic,29,No,Bank transfer (automatic),No
69deefa5-9336-4dc0-9875-d75ea3f38ba8,59,Male,One year,30.13,753.25,No,No,25,Yes,Mailed check,No
dfc29f9a-47f9-426b-845e-ef9e9a3215fe,56,Female,One year,107.26,643.56,Yes,Fiber optic,6,Yes,Electronic check,No
76ad050b-fc98-47b4-a0fd-8cab795b68b5,58,Male,One year,70.76,778.36,No,Fiber optic,11,No,Electronic check,No
d7ee382e-5fde-4f1f-8cbf-d3431d548873,45,Male,One year,100.8,1713.6,No,No,17,Yes,Credit card (automatic),No
4e0dbe78-17fc-408d-962b-ca934cfe57d5,24,Female,Two year,56.81,852.15,Yes,No,15,Yes,Credit card (automatic),No
4d20dd69-3381-4763-bbc9-03c33a56d4bc,26,Female,One year,32.51,520.16,Yes,No,16,No,Mailed check,No
00eeb929-eadc-45db-981e-2384c81a351e,25,Female,One year,24.15,48.3,No,DSL,2,No,Bank transfer (automatic),No
3ae4c630-9448-462d-a6bf-370ad2218b57,29,Female,Month-to-month,48.15,914.85,Yes,No,19,Yes,Mailed check,Yes
9d8228c7-cdf3-4e15-8336-08039d468cc2,51,Female,Two year,44.42,932.82,Yes,Fiber optic,21,Yes,Bank transfer (automatic),No
55e8aa65-12bb-4ac5-80c1-579163c8492e,50,Female,Month-to-month,76.04,836.44,Yes,DSL,11,No,Credit card (automatic),No
6b6e066d-9287-4e69-8142-a6709e716650,65,Female,Month-to-month,22.17,66.51,No,No,3,Yes,Bank transfer (automatic),No
79caedc9-4849-4c02-8e4d-15bbbee1eb55,40,Male,Month-to-month,72.06,2450.04,No,DSL,34,No,Credit card (automatic),No
6b00abb0-9efa-4820-ab1e-6aa9a5275c38,41,Male,Two year,59.18,1065.24,Yes,DSL,18,Yes,Electronic check,Yes
880cdbc1-801f-46e2-8c73-eb88b22fbbea,54,Male,Month-to-month,77.71,1165.65,Yes,Fiber optic,15,Yes,Electronic check,No
01db2adf-227a-4c65-8f88-a6b111fd6b48,52,Female,Month-to-month,90.24,2256.0,No,DSL,25,No,Bank transfer (automatic),Yes
73f83ea0-0fa7-4b49-b50f-25670468afab,61,Female,Month-to-month,83.41,1251.15,No,No,15,No,Credit card (automatic),No
189df155-3ade-4eb5-afed-3b0069e280b4,57,Female,One year,118.46,3553.8,Yes,DSL,30,Yes,Mailed check,No
b3b0013e-719d-4a7f-a538-639c58d474ee,39,Male,Month-to-month,33.83,575.11,No,DSL,17,Yes,Credit card (automatic),No
d905a2fb-9ca6-459a-8ce7-5d0751ecfa4f,44,Female,Two year,62.97,1133.46,No,Fiber optic,18,Yes,Credit card (automatic),No
30e2faa2-85ab-4fd4-b467-e02610001682,52,Female,Two year,62.48,1936.88,Yes,Fiber optic,31,Yes,Credit card (automatic),No
ae91424d-bf58-4b67-aa79-cd64255a5986,18,Male,One year,61.71,1110.78,Yes,No,18,No,Electronic check,No
dbe5281f-0ba4-4e35-9797-97891e788c30,52,Female,Two year,86.38,3023.3,No,Fiber optic,35,Yes,Credit card (automatic),No
5846c27c-cc48-4f9f-b709-9add11c0d7c3,54,Male,Two year,68.98,896.74,No,No,13,Yes,Bank transfer (automatic),No
73abf19a-e740-4fe1-9a5a-a0591e13980f,64,Male,One year,71.74,1004.36,No,No,14,No,Electronic check,No
61b2baac-ccc9-41a2-bcbb-51d61cb27b5a,31,Female,Month-to-month,63.24,1138.32,Yes,Fiber optic,18,No,Electronic check,Yes
05319229-bc2d-411f-b72c-3640990c9239,20,Female,One year,119.17,595.85,Yes,DSL,5,No,Electronic check,No
1195e088-224c-426b-b927-04bf899d8f84,18,Female,Month-to-month,112.76,1578.64,Yes,Fiber optic,14,Yes,Credit card (automatic),No
b4e17745-179e-42d6-9199-52835e7958e8,22,Male,Month-to-month,50.77,1269.25,Yes,DSL,25,No,Mailed check,No
7bc0e27f-6489-42c4-b9f9-66f9e1c7b82b,43,Male,Two year,31.16,373.92,No,DSL,12,No,Credit card (automatic),No
f5a190d0-d9f5-442c-a429-eb75a44b98f7,31,Male,One year,103.98,2911.44,Yes,No,28,Yes,Credit card (automatic),No
30730233-5279-4d47-9492-cf2f5e0f2654,56,Female,Two year,119.72,4190.2,Yes,No,35,No,Mailed check,No
c6297d33-5772-47f4-a120-899b41d34923,44,Female,Two year,49.26,49.26,No,Fiber optic,1,No,Credit card (automatic),No
8199485e-c16b-4356-8bfa-17ddb61b6388,26,Female,Month-to-month,55.78,167.34,Yes,DSL,3,Yes,Bank transfer (automatic),No
e527e787-8e4d-4846-8703-42da7bd53b88,32,Female,Two year,114.16,799.12,No,Fiber optic,7,No,Mailed check,No
1038315f-312e-4178-a08c-72b6624e264d,32,Male,One year,91.11,819.99,Yes,No,9,Yes,Bank transfer (automatic),No
7fe6de36-3bd0-4d5d-89fe-f1bb3615e6a8,43,Male,Two year,49.56,1139.88,No,DSL,23,No,Bank transfer (automatic),No
6eaf54b2-b10d-4071-b4fb-e70d4e30fe77,59,Male,Two year,78.1,1874.4,No,Fiber optic,24,No,Electronic check,No
b259b587-dbe4-437e-b368-1b4fcac9e3b0,30,Male,Month-to-month,114.42,1144.2,No,Fiber optic,10,No,Electronic check,No
ff7e2b89-ed65-453e-b376-aebbf676071e,68,Female,One year,101.18,1214.16,Yes,No,12,Yes,Mailed check,No
8d165e10-430c-4432-ac90-4883ef43353c,49,Female,Two year,94.18,1789.42,No,No,19,No,Credit card (automatic),No
53676ae4-5118-474c-9150-116eb3cc7dbc,56,Female,Month-to-month,93.7,2998.4,Yes,No,32,No,Bank transfer (automatic),No
977f16c7-39d5-4a0b-9e95-88578938118d,66,Male,Two year,37.8,907.2,Yes,No,24,No,Credit card (automatic),No
0f176743-3267-43f5-853c-c836a762388e,69,Male,One year,102.47,2254.34,Yes,Fiber optic,22,No,Bank transfer (automatic),No
7c81b15f-16c4-4a70-af1f-77445849b65d,49,Female,Two year,47.61,142.83,Yes,No,3,Yes,Electronic check,No
9a33a2f8-fc2a-4200-8204-5c75811b576e,21,Female,Two year,113.04,3052.08,Yes,No,27,No,Electronic check,No
ae17a4c8-9cdf-4524-98d6-7145fc69cd61,47,Male,Month-to-month,56.46,1072.74,Yes,Fiber optic,19,No,Electronic check,No
d4e7b594-c5f7-480a-9cfd-baeb8c0e245c,54,Female,Two year,105.77,951.93,No,Fiber optic,9,No,Mailed check,No
5a8a7d84-da64-4281-89c7-6a7d8e08e25c,40,Male,Month-to-month,46.62,606.06,No,DSL,13,No,Bank transfer (automatic),No
38d98395-0c09-4be2-ac5a-44a7dcb85d76,56,Male,One year,71.45,142.9,Yes,Fiber optic,2,Yes,Credit card (automatic),No
51eb478c-4dce-4ddb-8f7d-6cf397332637,62,Male,Two year,30.69,890.01,Yes,DSL,29,Yes,Bank transfer (automatic),No
c4ed540b-e6c0-4269-b0db-587a6ca80ae8,32,Female,One year,86.01,946.11,Yes,No,11,Yes,Credit card (automatic),No
dc379633-831e-4c30-b6df-d569e773900b,60,Female,One year,103.61,3522.74,Yes,DSL,34,No,Credit card (automatic),No
b8bade16-277a-4851-b2be-b9a2791f7b64,46,Male,Two year,91.84,367.36,Yes,DSL,4,Yes,Credit card (automatic),No
161dc3fb-8ad0-4505-a6b5-038332c95a3d,53,Female,Month-to-month,72.33,289.32,No,No,4,Yes,Bank transfer (automatic),No
1da97c86-3ffb-4c21-930c-14fcb4425f71,30,Male,One year,24.51,24.51,No,No,1,Yes,Electronic check,No
d627a8d2-9e6f-402b-acb3-4ab5cd72b508,49,Male,One year,113.34,2833.5,Yes,No,25,No,Mailed check,No
10f87ae5-a378-4bbe-8914-4f88fb868d98,24,Male,Two year,90.55,2354.3,Yes,DSL,26,No,Mailed check,No
df6ffca5-53c5-4068-8447-79944f26ff63,68,Male,Two year,94.59,1040.49,No,Fiber optic,11,Yes,Electronic check,No
ed8d88c5-c2b7-4bc9-bd99-4fe42230d687,39,Female,Two year,99.47,2287.81,Yes,Fiber optic,23,No,Mailed check,No
421d89bf-fc79-4d59-9b72-ac4a4dab423b,45,Male,Two year,94.77,189.54,Yes,Fiber optic,2,No,Credit card (automatic),No
7bd4f2c1-7bfb-4ef8-bc9e-ef7d5b1d5b4c,19,Male,Two year,64.11,1218.09,Yes,No,19,No,Mailed check,No
8e9416df-1bf7-4f77-aca8-25b64bf4dff0,59,Female,Two year,93.36,2707.44,No,No,29,Yes,Bank transfer (automatic),Yes
1c0c2752-fd56-41d3-a346-e5b71eb67967,62,Male,Month-to-month,82.5,330.0,No,Fiber optic,4,No,Electronic check,No
f56ec48b-7a47-4173-b188-5554f0cbf5ee,23,Male,One year,105.4,1686.4,Yes,No,16,No,Electronic check,No
6b1bf39a-656a-4202-8d72-8e7f59719c23,45,Female,Month-to-month,100.25,2706.75,No,DSL,27,Yes,Electronic check,No
a09b3be2-6592-48ef-aeff-40157eda3998,45,Female,Month-to-month,24.14,120.7,No,DSL,5,No,Electronic check,Yes
8853225b-d36c-48ca-9472-9e73bbf1bc57,61,Female,Two year,57.89,868.35,Yes,No,15,No,Bank transfer (automatic),No
4b6e890d-af6b-47d0-b8ac-9b834fc5c971,61,Male,One year,23.47,539.81,No,Fiber optic,23,Yes,Credit card (automatic),No
d29df3af-090d-42f5-90a4-c42db688b9d2,37,Female,Month-to-month,30.21,90.63,No,Fiber optic,3,Yes,Credit card (automatic),No
a2bf1741-b13f-4d87-9fe3-33577c8381c8,47,Female,Two year,80.14,1442.52,No,DSL,18,No,Credit card (automatic),No
1cbc1bb2-8eb6-4392-9059-8f2fc2c01e88,28,Male,Two year,107.38,2791.88,No,No,26,No,Mailed check,No
02be658a-2366-4dc4-9648-0b64000299df,45,Male,One year,31.98,191.88,No,Fiber optic,6,No,Credit card (automatic),No
cb1abe1b-afeb-4ca8-a92a-67dd7a3eddc7,42,Male,Month-to-month,65.11,1106.87,No,Fiber optic,17,Yes,Mailed check,Yes
676960f3-3cfb-4c78-ad9e-9d9fdf8c8544,56,Male,Month-to-month,111.09,2999.43,Yes,No,27,Yes,Bank transfer (automatic),No
05dbbd5a-c17d-4381-ad5d-d9d2a48149f4,50,Male,Month-to-month,101.43,2028.6,Yes,No,20,No,Mailed check,No
ac677eaa-02af-4639-84ad-c0b9445baa33,18,Female,Two year,71.97,431.82,Yes,Fiber optic,6,No,Credit card (automatic),No
b04edae9-bb21-486d-9f8b-2749ffa3c82f,44,Female,One year,97.16,3400.6,No,No,35,No,Electronic check,No
6fefa2a4-070c-473b-89e0-c50d87bfbb0d,69,Female,One year,72.27,867.24,Yes,No,12,No,Bank transfer (automatic),No
e612a909-4049-48fc-a17c-26fc35b359fd,30,Male,Month-to-month,35.81,107.43,No,No,3,Yes,Credit card (automatic),Yes
769d4f34-21cd-46d2-be02-10f7e911ea95,58,Male,Two year,32.47,129.88,No,Fiber optic,4,No,Credit card (automatic),No
19a74a89-23b6-4aec-9280-daa0b6505878,20,Male,Month-to-month,38.84,155.36,Yes,DSL,4,Yes,Credit card (automatic),No
65d787ae-423e-4831-815a-c6ba37a9d8f3,56,Female,One year,55.09,220.36,No,No,4,Yes,Bank transfer (automatic),Yes
8dc05e6e-8188-4496-9a6f-d44711c45a02,23,Female,Two year,113.05,2374.05,Yes,Fiber optic,21,Yes,Electronic check,Yes
b7e60fc6-44ae-41bd-8dd0-01b2c10f0557,25,Male,Month-to-month,99.97,199.94,No,DSL,2,No,Electronic check,No
b51a7a54-d1e7-4326-9c1e-1588005cf62e,44,Female,Month-to-month,63.28,1012.48,Yes,Fiber optic,16,Yes,Electronic check,No
